"","MEI","PDO","AO","NAO","Gulf","GL","HB","IOD","","",""
"ma",4.19260740280151,2.18021130561829,1.56806612014771,1.54870212078094,1.04036021232605,1.95115089416504,3.40072703361511,6.02756500244141,2,2,4
"mb",3.8472592830658,3.798579454422,3.11155104637146,1.94079339504242,1.45981526374817,1.64895415306091,3.07329893112183,1.7190750837326,2,2,4
"mc",2.51918601989746,3.24881315231323,1.19880330562592,1.71054244041443,1.3275820016861,4.70981216430664,5.60473346710205,0.641474068164825,2,2,4
"md",2.73700642585754,2.28703832626343,1.31686413288116,1.40490138530731,0.795764803886414,2.24517107009888,4.90676164627075,1.36998355388641,2,2,4
"ma",2.51306200027466,1.60282409191132,1.22509527206421,1.27080011367798,1.45905256271362,2.23455238342285,3.34766721725464,3.7599630355835,2,2,4
"mb",3.52832221984863,3.12259864807129,3.45172882080078,2.19391226768494,2.39664101600647,2.93553018569946,2.36689782142639,2.7812716960907,2,2,4
"mc",2.19306373596191,2.6617271900177,2.60727024078369,1.06613099575043,2.32626056671143,4.35401964187622,5.07904529571533,0.515197813510895,2,2,4
"md",1.81889677047729,1.56911528110504,1.22356832027435,1.31640803813934,1.32829594612122,2.98878359794617,4.26173305511475,1.47716009616852,2,2,4
"ma",2.58779382705688,1.8387793302536,1.55076968669891,1.61198937892914,2.28620409965515,1.93704009056091,2.59041714668274,1.77719008922577,2,2,4
"mb",2.51190400123596,3.66442441940308,2.7571804523468,2.47631621360779,2.25301623344421,2.95246124267578,3.57342791557312,2.09923028945923,2,2,4
"mc",1.90801954269409,2.95778918266296,3.34635233879089,2.56455397605896,1.10027778148651,1.9484885931015,5.96725606918335,0.0178473386913538,2,2,4
"md",2.336998462677,2.1918523311615,1.77600383758545,1.29815924167633,0.566895544528961,3.13450169563293,4.10571479797363,2.28186130523682,2,2,4
"ma",3.95120167732239,2.01097178459167,1.30036127567291,1.29407095909119,1.40083074569702,1.66030967235565,3.13573956489563,3.91859769821167,2,2,4
"mb",3.15892291069031,3.18847131729126,3.47361898422241,2.31555914878845,2.31611704826355,3.11829352378845,3.65713858604431,1.44595205783844,2,2,4
"mc",1.90453457832336,2.26409435272217,2.74340510368347,0.970349133014679,1.92184484004974,4.01616621017456,3.95360827445984,0.333045572042465,2,2,4
"md",2.66069316864014,2.73538112640381,1.7383109331131,1.67409300804138,2.16723155975342,2.66314435005188,3.63131880760193,1.26832664012909,2,2,4
"ma",4.24164867401123,2.00286889076233,1.39164924621582,1.49150049686432,1.7811267375946,2.27944207191467,3.44185781478882,3.5312237739563,2,2,4
"mb",3.05005383491516,2.49175834655762,2.86809349060059,2.30966973304749,2.13124394416809,2.0869300365448,3.63834547996521,1.53984868526459,2,2,4
"mc",1.92628061771393,3.23191666603088,1.62882304191589,2.71560978889465,1.65318524837494,2.40468692779541,5.65690612792969,0.543897271156311,2,2,4
"md",2.00618958473206,2.0618634223938,1.89392423629761,1.48293399810791,1.25605714321136,2.76239562034607,3.03467440605164,1.80290257930756,2,2,4
"ma",4.38550329208374,2.37373828887939,1.55304408073425,1.60803055763245,1.5368812084198,1.3983302116394,2.51701903343201,2.70844292640686,2,2,4
"mb",3.26201105117798,3.78335332870483,3.70524334907532,1.74670147895813,1.67434000968933,3.35854434967041,3.10267567634583,1.81293535232544,2,2,4
"mc",3.1042046546936,3.8877284526825,4.6742091178894,1.30059099197388,0.889300167560577,3.49206352233887,3.0899486541748,0.137403339147568,2,2,4
"md",2.6689670085907,1.89856505393982,2.05133175849915,2.25738954544067,1.73447287082672,2.74186897277832,2.89404273033142,1.68846547603607,2,2,4
"ma",5.35587358474731,1.35171020030975,1.10837697982788,1.34185302257538,1.35357439517975,2.76031231880188,2.29150676727295,4.50557804107666,2,2,4
"mb",2.61629128456116,3.09771537780762,2.986004114151,2.47441363334656,2.55132555961609,2.90221810340881,3.032634973526,1.96444308757782,2,2,4
"mc",2.83745574951172,4.14256525039673,3.40088295936584,2.75252962112427,0.980367481708527,2.90048885345459,5.20408487319946,0.357964724302292,2,2,4
"md",3.02007508277893,2.82963681221008,2.46771860122681,2.75602912902832,1.01818430423737,2.46322321891785,3.3869366645813,1.43267548084259,2,2,4
"ma",3.93406844139099,1.8671532869339,1.32688307762146,1.37905335426331,1.89485037326813,3.20960569381714,3.44471478462219,2.99284338951111,2,2,4
"mb",3.37146306037903,4.02822208404541,3.33518314361572,3.24388694763184,1.94545292854309,2.62258625030518,3.11878037452698,0.771330773830414,2,2,4
"mc",1.77056074142456,3.68472290039062,3.49844670295715,3.22144055366516,0.291435092687607,2.65023350715637,7.01198816299438,0.114065110683441,2,2,4
"md",1.27636587619781,1.82787251472473,1.57263588905334,2.27232956886292,1.12875211238861,2.63206434249878,4.07914781570435,0.937702298164368,2,2,4
